hour,dt_sound_level_dB,days_1,days_2,days_3,days_4,days_5,days_6,days_7,days_8,days_9,days_10,days_11,days_12,days_13,days_14
0,46.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,46.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,46.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3,46.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4,47.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
6,47.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
10,50.0,True,True,True,True,False,False,False,True,True,True,True,True,True,True
11,49.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,51.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
13,55.0,True,True,False,True,True,True,True,True,True,True,True,True,True,True
14,52.0,True,True,False,False,False,False,False,False,True,True,True,True,True,True
15,53.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
16,54.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,53.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
18,52.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,50.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
20,48.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,47.0,True,True,True,True,False,False,False,False,False,True,True,True,True,True
22,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
23,46.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
