hour,dt_sound_level_dB,days_1,days_2,days_3,days_4,days_5,days_6,days_7,days_8,days_9,days_10,days_11,days_12,days_13,days_14
0,52.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
1,50.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,50.0,False,True,False,False,False,False,True,False,False,False,False,False,True,True
3,49.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4,50.0,True,False,False,True,True,True,True,True,True,True,True,True,False,False
5,50.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
6,53.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True
7,56.0,True,False,False,False,False,True,True,True,True,True,True,False,True,True
8,58.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
9,60.0,True,False,False,False,False,True,True,True,True,True,True,True,True,True
10,59.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
11,61.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
12,61.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
13,62.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
14,63.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
15,63.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
16,64.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
17,65.0,False,True,True,True,True,False,True,True,True,True,True,False,True,True
18,63.0,True,True,True,True,True,False,False,True,True,True,True,True,True,True
19,62.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
20,60.0,True,True,False,True,True,True,True,True,True,True,True,True,True,True
21,57.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
22,55.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True
23,54.0,True,False,True,True,True,True,True,True,True,True,True,True,True,True
