hour,dt_sound_level_dB,days_1,days_2,days_3,days_4,days_5,days_6,days_7,days_8,days_9,days_10,days_11,days_12,days_13,days_14
0,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,47.0,False,True,True,True,True,False,False,False,False,False,False,False,False,False
2,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
5,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
6,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7,49.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8,52.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,52.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,54.0,True,True,False,False,False,False,True,True,True,True,True,True,True,True
11,54.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
12,56.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,59.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False
14,57.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
15,55.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,60.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
17,54.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,55.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,51.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,51.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
21,49.0,True,True,True,True,True,False,False,False,False,False,False,False,True,True
22,49.0,False,False,True,True,True,True,True,True,True,False,False,False,False,False
23,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
