hour,dt_sound_level_dB,days_1,days_2,days_3,days_4,days_5,days_6,days_7,days_8,days_9,days_10,days_11,days_12,days_13,days_14
0,46.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,45.0,False,False,False,False,True,True,True,True,True,True,True,True,True,True
2,45.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,45.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4,45.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
5,45.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,46.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7,46.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
10,49.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
11,49.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
12,48.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,49.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
14,49.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
15,49.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False
16,49.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
17,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
19,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
20,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
21,46.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
22,46.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
23,46.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
