hour,dt_sound_level_dB,days_1,days_2,days_3,days_4,days_5,days_6,days_7,days_8,days_9,days_10,days_11,days_12,days_13,days_14
0,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,46.0,True,True,True,True,True,True,True,True,True,True,False,False,False,False
2,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,48.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,47.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,52.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False
7,52.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,53.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,52.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
11,53.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False
12,55.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
13,57.0,True,True,True,True,False,False,False,False,False,True,True,True,True,True
14,58.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
15,53.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
16,54.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,54.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
18,53.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,51.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
21,49.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
22,48.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
23,48.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False
