hour,dt_sound_level_dB,days_1,days_2,days_3,days_4,days_5,days_6,days_7,days_8,days_9,days_10,days_11,days_12,days_13,days_14
0,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,46.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False
2,46.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4,47.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,46.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6,47.0,True,True,True,True,False,False,True,True,True,True,True,True,True,True
7,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8,47.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
10,50.0,True,True,True,True,False,True,True,True,True,False,False,True,True,False
11,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,51.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
13,52.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
14,52.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,52.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
16,50.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,50.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
18,50.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
19,48.5,False,False,False,True,True,True,True,True,True,True,True,True,True,True
20,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
21,46.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
22,47.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False
23,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
