hour,dt_sound_level_dB,days_1,days_2,days_3,days_4,days_5,days_6,days_7,days_8,days_9,days_10,days_11,days_12,days_13,days_14
0,57.0,False,False,False,False,True,True,True,True,True,True,True,True,True,True
1,52.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,51.0,True,True,True,True,True,True,True,True,True,True,True,True,True,False
3,51.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4,53.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
5,54.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
6,59.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7,62.0,True,True,False,True,True,True,True,True,True,True,True,True,True,True
8,64.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,65.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
10,65.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
11,66.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
12,68.0,False,False,False,False,False,False,True,True,True,True,True,False,False,True
13,67.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False
14,68.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
15,67.0,False,True,True,False,False,False,False,False,True,True,True,True,True,True
16,68.0,True,True,False,False,False,False,True,True,True,True,True,True,True,True
17,67.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,67.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
19,65.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
20,64.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
21,62.0,True,True,False,False,True,False,True,True,True,True,False,False,False,False
22,61.0,False,False,False,False,True,True,True,True,True,True,True,True,True,True
23,58.0,False,True,False,False,False,True,True,False,False,True,True,True,True,False
