hour,dt_sound_level_dB,days_1,days_2,days_3,days_4,days_5,days_6,days_7,days_8,days_9,days_10,days_11,days_12,days_13,days_14
0,53.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,51.0,True,True,True,True,True,False,False,False,False,True,True,True,False,False
2,51.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,52.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4,52.0,True,True,True,True,True,True,True,False,False,False,False,True,True,True
5,54.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
6,56.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,60.0,True,True,False,True,False,False,True,True,True,True,False,False,False,True
8,64.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,63.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
10,64.0,False,False,False,False,False,False,False,True,True,True,False,False,False,False
11,65.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
12,65.0,True,True,True,True,True,True,True,True,True,True,False,False,False,True
13,67.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
14,66.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,65.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
16,65.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
17,64.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
18,64.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
19,61.0,False,False,False,False,False,False,False,False,False,True,True,True,True,True
20,61.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,59.0,False,False,True,True,True,True,True,True,True,True,True,True,True,True
22,58.0,False,False,True,True,True,True,True,True,True,True,True,True,True,True
23,55.0,True,True,True,True,False,False,False,True,True,True,True,True,True,False
