hour,dt_sound_level_dB,days_1,days_2,days_3,days_4,days_5,days_6,days_7,days_8,days_9,days_10,days_11,days_12,days_13,days_14
0,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,46.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3,46.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4,46.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
5,46.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
6,47.0,True,True,True,True,False,True,True,True,True,True,True,True,True,True
7,49.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,50.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,52.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
10,52.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
11,53.0,False,False,False,True,True,True,True,True,True,True,True,True,True,True
12,54.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
13,53.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
14,53.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
15,52.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
16,53.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
17,54.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
18,54.0,False,False,False,False,True,True,True,True,True,True,True,True,True,True
19,54.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,51.0,True,False,True,False,True,True,True,True,True,True,True,True,True,True
21,50.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
22,50.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
23,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
