hour,dt_sound_level_dB,days_1,days_2,days_3,days_4,days_5,days_6,days_7,days_8,days_9,days_10,days_11,days_12,days_13,days_14
0,58.0,True,True,True,True,True,False,False,True,True,True,True,False,False,False
1,54.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,53.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
3,53.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,52.0,True,True,True,False,False,False,True,True,True,True,True,True,True,True
5,55.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
6,60.0,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7,64.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8,66.0,True,False,True,True,True,True,True,True,True,True,True,True,True,True
9,66.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
10,66.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
11,67.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
12,67.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
13,68.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
14,68.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
15,68.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
16,69.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
17,69.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
18,69.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
19,68.0,True,False,False,True,True,True,True,True,True,True,True,True,True,True
20,66.0,False,False,False,False,False,False,True,True,True,True,True,True,True,True
21,64.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
22,62.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
23,60.0,False,False,False,True,True,True,True,True,True,True,True,True,True,True
