hour,dt_sound_level_dB,days_1,days_2,days_3,days_4,days_5,days_6,days_7,days_8,days_9,days_10,days_11,days_12,days_13,days_14
0,50.0,True,False,False,False,False,True,True,True,True,True,True,True,True,True
1,49.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,False
3,49.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False
4,48.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False
5,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
6,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7,50.0,False,False,False,True,True,True,True,True,True,True,True,True,True,False
8,54.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,53.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
10,55.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
11,56.0,True,False,True,True,True,True,True,True,True,True,True,True,True,True
12,56.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
13,56.0,True,True,True,False,False,False,False,False,False,True,True,True,True,True
14,56.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15,56.0,True,True,True,False,False,False,False,False,True,True,True,True,True,True
16,56.0,False,False,True,True,True,True,True,True,True,True,True,True,True,True
17,55.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
18,52.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
19,54.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False
20,50.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
21,49.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
22,49.0,True,True,True,True,True,True,False,False,False,False,False,False,False,False
23,50.0,True,False,True,True,True,True,True,True,True,True,True,True,True,True
