hour,dt_sound_level_dB,days_1,days_2,days_3,days_4,days_5,days_6,days_7,days_8,days_9,days_10,days_11,days_12,days_13,days_14
0,61.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,58.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,56.0,False,False,False,True,True,True,True,True,True,True,True,True,True,True
3,55.0,False,False,False,False,False,True,True,True,True,False,False,False,False,True
4,55.0,True,True,True,True,True,True,True,True,True,True,False,True,False,False
5,60.0,False,True,True,False,True,True,True,True,True,True,True,True,True,True
6,63.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7,66.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8,71.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,70.0,True,False,False,False,False,False,True,True,True,True,False,False,True,True
10,71.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
11,70.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
12,71.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
13,71.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
14,71.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
15,71.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
16,72.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
17,72.0,True,True,True,True,True,True,True,True,True,True,False,False,False,False
18,71.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
19,69.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
20,68.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
21,67.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
22,66.0,False,False,False,False,True,True,False,False,False,False,True,True,True,True
23,64.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
