hour,dt_sound_level_dB,days_1,days_2,days_3,days_4,days_5,days_6,days_7,days_8,days_9,days_10,days_11,days_12,days_13,days_14
0,47.0,True,False,False,False,False,True,True,True,True,True,True,True,True,True
1,44.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,44.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3,44.0,True,True,True,False,True,True,True,True,False,False,True,True,False,False
4,43.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
5,42.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6,45.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7,45.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8,46.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
10,48.0,False,True,True,True,True,False,False,False,False,True,True,False,True,True
11,49.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
12,51.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,52.0,True,True,True,True,True,True,True,True,True,True,True,False,False,False
14,52.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
15,51.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
16,51.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False
17,49.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,49.0,True,True,True,True,True,False,False,False,True,True,True,True,True,True
19,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
20,49.0,True,True,False,True,True,True,True,True,True,True,True,True,True,True
21,49.0,False,False,False,True,True,True,True,True,True,True,True,True,True,True
22,49.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
23,49.0,True,True,True,True,False,False,True,True,True,True,True,True,True,True
