hour,dt_sound_level_dB,days_1,days_2,days_3,days_4,days_5,days_6,days_7,days_8,days_9,days_10,days_11,days_12,days_13,days_14
0,54.0,True,True,True,False,False,True,True,True,True,False,True,True,True,True
1,51.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
2,51.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3,49.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True
4,51.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,51.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,55.0,True,True,True,False,False,True,True,True,True,True,True,True,True,True
7,59.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
8,60.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,61.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
10,62.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
11,62.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
12,62.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,62.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
14,63.0,False,False,False,False,False,False,False,True,True,False,False,True,False,True
15,63.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
16,62.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
17,62.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
18,61.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
19,60.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
20,58.0,True,False,True,True,True,False,False,False,False,False,False,False,False,False
21,58.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
22,57.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
23,56.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
