hour,dt_sound_level_dB,days_1,days_2,days_3,days_4,days_5,days_6,days_7,days_8,days_9,days_10,days_11,days_12,days_13,days_14
0,55.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,54.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,54.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3,53.0,True,True,True,True,False,False,False,False,False,True,False,False,False,False
4,55.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
5,57.0,False,True,False,False,True,True,True,True,True,True,True,True,True,True
6,58.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7,60.0,False,False,True,False,False,False,False,False,False,False,False,True,True,True
8,63.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
9,63.0,True,True,True,True,False,True,True,True,True,True,False,False,False,True
10,64.0,True,True,True,True,True,True,True,True,True,False,True,True,True,True
11,64.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
12,65.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
13,65.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
14,65.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
15,64.0,False,False,False,False,False,False,True,True,True,True,False,False,False,False
16,65.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
17,64.0,True,True,True,True,False,True,True,True,True,True,True,True,True,True
18,64.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
19,63.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
20,61.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
21,60.0,True,True,False,False,False,True,True,True,True,True,True,True,True,True
22,60.0,False,False,True,True,True,True,True,True,True,True,True,True,True,True
23,57.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
