hour,dt_sound_level_dB,days_1,days_2,days_3,days_4,days_5,days_6,days_7,days_8,days_9,days_10,days_11,days_12,days_13,days_14
0,45.0,True,False,True,True,True,True,True,True,True,True,True,True,False,False
1,44.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False
2,44.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3,44.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4,44.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
5,44.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
6,44.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7,49.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8,51.0,True,True,False,False,True,True,True,True,True,True,True,True,True,True
9,52.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
10,51.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
11,52.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
12,53.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
13,53.0,True,True,True,True,True,False,False,False,False,False,False,False,True,True
14,53.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,53.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
16,53.0,True,False,False,False,False,True,True,True,True,True,True,True,True,True
17,54.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,54.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
19,53.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
20,52.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
21,50.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
22,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
