hour,dt_sound_level_dB,days_1,days_2,days_3,days_4,days_5,days_6,days_7,days_8,days_9,days_10,days_11,days_12,days_13,days_14
0,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
5,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
6,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,48.0,True,True,True,True,True,True,True,True,True,True,False,False,False,True
10,49.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
11,49.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,50.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
14,51.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
15,51.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,52.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
17,51.0,False,False,False,True,True,True,True,True,True,True,True,True,True,True
18,50.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
19,49.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
20,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
21,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
22,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
23,47.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
